,OTU_name,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_2851,OTU_2851,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_2853,OTU_2853,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
OTU_2855,OTU_2855,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Amnibacterium,NA
OTU_2857,OTU_2857,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,NA
OTU_2858,OTU_2858,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_2859,OTU_2859,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_2860,OTU_2860,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
OTU_2861,OTU_2861,Bacteria,Actinomycetota,Thermoleophilia,NA,NA,NA,NA
OTU_2862,OTU_2862,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_2863,OTU_2863,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_2865,OTU_2865,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,NA,NA
OTU_2869,OTU_2869,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus,NA
OTU_2870,OTU_2870,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
OTU_2872,OTU_2872,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
OTU_2873,OTU_2873,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,kitamiense
OTU_2874,OTU_2874,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,NA
OTU_2875,OTU_2875,Bacteria,Actinomycetota,Actinobacteria,Kitasatosporales,Streptomycetaceae,Streptomyces,NA
OTU_2876,OTU_2876,Bacteria,Chloroflexota,KD4-96,NA,NA,NA,NA
OTU_2877,OTU_2877,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
OTU_2878,OTU_2878,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,NA
OTU_2882,OTU_2882,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_2885,OTU_2885,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_2887,OTU_2887,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,NA
OTU_2888,OTU_2888,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Acidobacteriaceae (Subgroup 1),Granulicella,NA
OTU_2891,OTU_2891,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,NA
OTU_2894,OTU_2894,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,NA
OTU_2895,OTU_2895,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
OTU_2897,OTU_2897,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,NA,NA
OTU_2898,OTU_2898,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,NA
OTU_2899,OTU_2899,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,Ellin517,NA
OTU_2902,OTU_2902,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Oleiharenicola,NA
OTU_2904,OTU_2904,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
OTU_2905,OTU_2905,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,NA
OTU_2907,OTU_2907,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_2908,OTU_2908,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
OTU_2909,OTU_2909,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_2910,OTU_2910,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU_2911,OTU_2911,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_2913,OTU_2913,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Virgisporangium,NA
OTU_2914,OTU_2914,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,NA
OTU_2916,OTU_2916,Bacteria,Chloroflexota,TK10,NA,NA,NA,NA
OTU_2917,OTU_2917,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,NA
OTU_2919,OTU_2919,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,alginolyticus
OTU_2922,OTU_2922,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,NA
OTU_2923,OTU_2923,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,NA
OTU_2925,OTU_2925,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA,NA
OTU_2929,OTU_2929,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
OTU_2930,OTU_2930,Bacteria,Actinomycetota,Actinobacteria,Kitasatosporales,Streptomycetaceae,Streptomyces,atratus
OTU_2933,OTU_2933,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Dokdonella,NA
OTU_2937,OTU_2937,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
OTU_2938,OTU_2938,Bacteria,Actinomycetota,Thermoleophilia,NA,NA,NA,NA
OTU_2939,OTU_2939,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
OTU_2940,OTU_2940,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_2941,OTU_2941,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU_2942,OTU_2942,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,NA
OTU_2943,OTU_2943,Bacteria,Myxococcota,Polyangiia,MSB-4B10,NA,NA,NA
OTU_2945,OTU_2945,Bacteria,Pseudomonadota,Alphaproteobacteria,Puniceispirillales,Puniceispirillales Incertae Sedis,Constrictibacter,NA
OTU_2947,OTU_2947,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
OTU_2948,OTU_2948,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,NA
OTU_2949,OTU_2949,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Pseudolabrys,NA
OTU_2952,OTU_2952,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA,NA
OTU_2953,OTU_2953,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,NA
OTU_2954,OTU_2954,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU_2955,OTU_2955,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
OTU_2959,OTU_2959,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,NA
OTU_2963,OTU_2963,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
OTU_2968,OTU_2968,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_2969,OTU_2969,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,NA,NA
OTU_2971,OTU_2971,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,NA
OTU_2973,OTU_2973,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
OTU_2974,OTU_2974,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,NA
OTU_2976,OTU_2976,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
OTU_2977,OTU_2977,Bacteria,Actinomycetota,MB-A2-108,NA,NA,NA,NA
OTU_2978,OTU_2978,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Psychroglaciecola,NA
OTU_2979,OTU_2979,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
OTU_2983,OTU_2983,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Acidobacteriaceae (Subgroup 1),NA,NA
OTU_2985,OTU_2985,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,NA
OTU_2987,OTU_2987,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Hassallia,NA
OTU_2990,OTU_2990,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_2991,OTU_2991,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_2993,OTU_2993,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,A21b,NA,NA
OTU_2997,OTU_2997,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Geodermatophilaceae,Geodermatophilus,NA
OTU_3000,OTU_3000,Bacteria,Actinomycetota,Actinobacteria,Frankiales,NA,NA,NA
OTU_3001,OTU_3001,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,NA
OTU_3002,OTU_3002,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_3003,OTU_3003,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,NA
OTU_3006,OTU_3006,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_3009,OTU_3009,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_3010,OTU_3010,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Baekduia,NA
OTU_3014,OTU_3014,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,NA
OTU_3016,OTU_3016,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiales Incertae Sedis,Bauldia,NA
OTU_3020,OTU_3020,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,NA
OTU_3021,OTU_3021,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Baekduia,NA
OTU_3026,OTU_3026,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_3027,OTU_3027,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU_3028,OTU_3028,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_3029,OTU_3029,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
OTU_3031,OTU_3031,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Daejeonella,NA
OTU_3032,OTU_3032,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
OTU_3033,OTU_3033,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,NA
OTU_3035,OTU_3035,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
OTU_3036,OTU_3036,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
OTU_3037,OTU_3037,Bacteria,Myxococcota,Polyangiia,Polyangiales,Sandaracinaceae,NA,NA
OTU_3038,OTU_3038,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,NA,NA
OTU_3041,OTU_3041,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_3046,OTU_3046,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
OTU_3047,OTU_3047,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU_3048,OTU_3048,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,NA
OTU_3050,OTU_3050,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,NA
OTU_3051,OTU_3051,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,NA
OTU_3052,OTU_3052,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA
OTU_3056,OTU_3056,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_3058,OTU_3058,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
OTU_3059,OTU_3059,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,NA
OTU_3060,OTU_3060,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
OTU_3064,OTU_3064,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,NA
OTU_3066,OTU_3066,Bacteria,Actinomycetota,Actinobacteria,Kitasatosporales,Streptomycetaceae,Streptomyces,NA
OTU_3068,OTU_3068,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_3069,OTU_3069,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Aetherobacter,NA
OTU_3070,OTU_3070,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,NA
OTU_3071,OTU_3071,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_3072,OTU_3072,Bacteria,Actinomycetota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,NA,NA
OTU_3073,OTU_3073,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_3075,OTU_3075,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
OTU_3076,OTU_3076,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,NA
OTU_3081,OTU_3081,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
OTU_3082,OTU_3082,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,NA
OTU_3085,OTU_3085,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Patulibacter,NA
OTU_3087,OTU_3087,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_3091,OTU_3091,Bacteria,Chloroflexota,Ktedonobacteria,C0119,NA,NA,NA
OTU_3093,OTU_3093,Bacteria,Chloroflexota,TK10,NA,NA,NA,NA
OTU_3094,OTU_3094,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
OTU_3095,OTU_3095,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
OTU_3097,OTU_3097,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,NA
OTU_3098,OTU_3098,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
OTU_3099,OTU_3099,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ideonella,NA
OTU_3103,OTU_3103,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,NA
OTU_3107,OTU_3107,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,NA
OTU_3108,OTU_3108,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,NA
OTU_3110,OTU_3110,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7,NA
OTU_3112,OTU_3112,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
OTU_3113,OTU_3113,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,NA
OTU_3115,OTU_3115,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,sedimentorum
OTU_3117,OTU_3117,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
OTU_3118,OTU_3118,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
OTU_3120,OTU_3120,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_3123,OTU_3123,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_3127,OTU_3127,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
OTU_3131,OTU_3131,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Cryptosporangiaceae,Cryptosporangium,NA
OTU_3132,OTU_3132,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
OTU_3133,OTU_3133,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA
OTU_3134,OTU_3134,Bacteria,Elusimicrobiota,Lineage IIa,NA,NA,NA,NA
OTU_3137,OTU_3137,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,NA
OTU_3143,OTU_3143,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
OTU_3144,OTU_3144,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,NA
OTU_3145,OTU_3145,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
OTU_3146,OTU_3146,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,NA
OTU_3147,OTU_3147,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
OTU_3152,OTU_3152,Bacteria,Acidobacteriota,Subgroup 18,NA,NA,NA,NA
OTU_3153,OTU_3153,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidiferrimicrobium,NA
OTU_3156,OTU_3156,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,NA
OTU_3158,OTU_3158,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
OTU_3159,OTU_3159,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,NA
OTU_3161,OTU_3161,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,NA,NA,NA
OTU_3162,OTU_3162,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,IS-44,NA
OTU_3165,OTU_3165,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,NA
OTU_3166,OTU_3166,Bacteria,Myxococcota,Polyangiia,Polyangiales,BIrii41,NA,NA
OTU_3170,OTU_3170,Bacteria,Bacillota,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Shimazuella,NA
OTU_3172,OTU_3172,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,NA
OTU_3173,OTU_3173,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,NA,NA
OTU_3174,OTU_3174,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_3176,OTU_3176,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA,NA
OTU_3177,OTU_3177,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Enterovirga,NA
OTU_3178,OTU_3178,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,NA
OTU_3180,OTU_3180,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_3185,OTU_3185,Bacteria,Myxococcota,Polyangiia,Polyangiales,Sandaracinaceae,NA,NA
OTU_3190,OTU_3190,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible genus 04,NA
OTU_3191,OTU_3191,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
OTU_3194,OTU_3194,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_3195,OTU_3195,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_3196,OTU_3196,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
OTU_3197,OTU_3197,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,NA,NA,NA
OTU_3199,OTU_3199,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
OTU_3201,OTU_3201,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA
OTU_3202,OTU_3202,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,NA
OTU_3204,OTU_3204,Bacteria,Myxococcota,Polyangiia,Polyangiales,BIrii41,NA,NA
OTU_3210,OTU_3210,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_3211,OTU_3211,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,NA
OTU_3212,OTU_3212,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
OTU_3213,OTU_3213,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_3216,OTU_3216,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
OTU_3218,OTU_3218,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,NA
OTU_3221,OTU_3221,Bacteria,Acidobacteriota,Blastocatellia,??.24,NA,NA,NA
OTU_3224,OTU_3224,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_3225,OTU_3225,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,NA,NA
OTU_3227,OTU_3227,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,NA,NA
OTU_3228,OTU_3228,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_3229,OTU_3229,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
OTU_3230,OTU_3230,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
OTU_3233,OTU_3233,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Geodermatophilaceae,Modestobacter,NA
OTU_3234,OTU_3234,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
OTU_3235,OTU_3235,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_3237,OTU_3237,Bacteria,Actinomycetota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus,NA
OTU_3239,OTU_3239,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,NA
OTU_3240,OTU_3240,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
OTU_3241,OTU_3241,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_3242,OTU_3242,Bacteria,Acidobacteriota,Subgroup 5,NA,NA,NA,NA
OTU_3245,OTU_3245,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
OTU_3247,OTU_3247,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_3249,OTU_3249,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
OTU_3253,OTU_3253,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
OTU_3254,OTU_3254,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Krasilnikovia,NA
OTU_3256,OTU_3256,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidiferrimicrobium,NA
OTU_3257,OTU_3257,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
OTU_3259,OTU_3259,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Starkeya,novella
OTU_3261,OTU_3261,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
OTU_3262,OTU_3262,Bacteria,Chloroflexota,KD4-96,NA,NA,NA,NA
OTU_3263,OTU_3263,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,NA,NA
OTU_3265,OTU_3265,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
OTU_3266,OTU_3266,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
